group,title,link,salary_raw,salary_normalized,currency_unit,location,experience,description,requirements,benefits,work_location_detail,working_time,deadline,skills
phân tích yêu cầu,Phân Tích Nghiệp Vụ BA,https://www.topcv.vn/viec-lam/phan-tich-nghiep-vu-ba/1704263.html?ta_source=ITJobs_LinkDetail,15 - 20 triệu,17500000,VND,Hà Nội,2 năm,"Mô tả công việc: - Tiếp cận khách hàng để nắm bắt yêu cầu từ khách hàng từ giai đoạn đầu chưa hợp đồng. Từ đó phân tích, đánh giá nhu cầu/mong muốn và tư vấn xây dựng giải pháp thực hiện tới khách hàng. - Tham gia triển khai dự án. - Tham gia điều phối dự án - Kiểm soát thay đổi yêu cầu - Tham gia thực hiện công tác nghiệm thu, triển khai đưa sản phẩm vào sử dụng. - Lập báo cáo về tình hình thực dự án theo quy định của công ty - Thực hiện nhiệm vụ theo yêu cầu của trưởng bộ phận","Yêu cầu: - Tốt nghiệp đại học trở lên về CNTT, điện tử viễn thông, hệ thống thông tin và các ngành có liên quan - Có kiến thức tốt về CNTT và hiểu được thiết kế kỹ thuật phân tích, thiết kế hệ thống CNTT - Kinh nghiệm từ 2 năm trở lên ở các vị trí tương đương - Có kỹ năng làm việc độc lập và đội nhóm tốt - Tinh thần hợp tác và làm việc tốt - Có khả năng chịu áp lực công việc tốt - Có tinh thần học hỏi và cầu tiến trong công việc - Kỹ năng giao tiếp tốt, làm việc với khách hàng hiệu quả - Có khả năng thuyết trình, không nói ngọng khó nghe. - Khả năng phân tích, tư duy logic tốt. - Có kiến thức và kinh nghiệm phát triển phần mềm theo mô hình waterfall, Agile, - Sử dụng thành thạo các công cụ hỗ trợ phân tích như: UML, Microsoft Visio, … - Kỹ năng trình bày, giải quyết vấn đề và làm việc nhóm. - Kỹ năng xử lý tình huống linh hoạt, khả năng làm việc độc lập, chủ động - Ứng viên có chứng chỉ quản lý dự án là lợi thế","Chế độ: - Lương: Thỏa thuận theo năng lực - Thưởng tháng 13 + Thưởng thi đua quý/năm + Thưởng KPI (2 – 3 tháng) - Môi trường làm việc năng động, thân thiện, chuyên nghiệp với nhiều cơ hội phát triển - Được tham gia các khóa đào tạo nội bộ và bên ngoài để nâng cao kiến thức, kỹ năng mềm và trình độ chuyên môn. - Phúc lợi: Teambuilding, nghỉ mát, sinh nhật, thưởng lễ/tết,… - Các chế độ bảo hiểm, nghỉ phép,… theo Luật lao động - Thời gian làm việc: 8h00 - 12h00, 13h00 - 17h00 từ thứ 2- thứ 6, Full 2 ngày thứ 7 (Tuần 2 và Tuần 4) làm online","- Hà Nội: 107a, Nguyễn Phong Sắc, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-05-22,Agile
phân tích yêu cầu,Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1703166.html?ta_source=ITJobs_LinkDetail,13 - 18 triệu,15500000,VND,Hà Nội,2 năm,"Research to create new products or services on emerging trends in the finance industry Document functional and business requirements documents including activity diagrams and use cases. Analyze requirements and create function lists, use cases, SRS, wireframe, mockup,... Work closely with the development team and follow the process of the project (schedule, timeline, release date…) Support and review the testing scenarios, test data, verifying bugs/issues. Conduct and support users for UAT, verifying if any bugs or issues occur.","At least 2 year of experience in product development as a Business Analyst Experience in Banking-finance is a plus Good skills in using suitable tools (eg: Figma, Whimsical..) for business modeling, business flow, and technical diagrams, and creating mockups and prototypes. Ability to research documents and analyze requirements Responsible, accurate, and able to work under high pressure and to strict deadlines","1. Salary and bonus - Salary: 13,000,000～18,000,000VND + Com + Bonus - For transport, lunch: 800.000 VNĐ/month - Salary and Job level review: Every 6 months, salary can be discussed based on performance - Excellent collective reward, excellent individual reward, project reward - Working hours: 8:30 a.m. - 5:30 p.m., Monday to Friday (Lunch break 12:00 p.m. - 1:30 p.m.) 2. Take care of your health and spiritual life - Enjoy social insurance, health insurance, unemployment insurance, working 7.5 hours a day, vacation and other benefits according to the Labor Law - Birthday gifts for employees, gifts/bonuses for Tet holidays, 13th month salary - Organize weddings, visit sick people,... according to company regulations. - Working device support - Trade union fund, monthly teambuilding, company travel,... 3. Culture - Work in a friendly and professional environment - Unlimited learning and personal development depending on your wishes - Focus on work efficiency instead of process 4. Opportunity to learn & develop - Sponsor courses, issue certificates, and improve professional skills - Organize periodic training sessions, share and exchange knowledge","- Hà Nội: Tầng 2, Tòa Comatce, 61 Ngụy Như Kon Tum, Thanh Xuân",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-05-22,
phân tích yêu cầu,Middle Tester App Mobile,https://www.topcv.vn/viec-lam/middle-tester-app-mobile/1703768.html?ta_source=ITJobs_LinkDetail,16 - 25 triệu,20500000,VND,Hà Nội,3 năm,"Tham gia kiểm thử các sản phẩm app (iOS & Android) của công ty. Viết checklist/ testcase manual. Giao tiếp với Dev, PM, BA để handle được test request Lên kế hoạch test chi tiết và báo cáo kết quả cho quản lý trực tiếp. Đảm bảo chất lượng các dự án được giao Nghiên cứu, áp dụng các phương pháp, kỹ thuật test mới. Đề xuất & tối ưu quy trình test, quy trình làm việc với các bên liên quan","Có kinh nghiệm ít nhất 3 năm trong lĩnh vực testing (manual). Có kinh nghiệm test app mobile (ít nhất 3 project) Có kiến thức nền tảng về các phương thức test: integration, regression... Có khả năng handle nhiều task cùng lúc, chịu áp lực tốt Có khả năng làm việc độc lập & làm việc nhóm tốt Có kinh nghiệm làm việc với mô hình Agile/Scrum. Có kinh nghiệm ứng dụng AI vào Testing là một lợi thế Có kinh nghiệm test IAA, IAP là một lợi thế","Chế độ lương thưởng hấp dẫn. Mức lương từ 16.000.000 - 25.000.000 VNĐ. Có cơ hội phát triển lên Leader quản lý team 3-4 thành viên Review tăng lương + thưởng 2 lần/năm. Thưởng 2-4 tháng lương 1 năm với nhân sự Top đầu.. Tham gia đầy đủ các chế độ BHXH, BHYT, BHTN. Các gói bảo hiểm ngoài BHXH: Bảo hiểm PTI, khám sức khỏe định kỳ hàng năm Văn hóa làm việc GenZ,môi trường làm việc trẻ trung, sáng tạo, Dám nghĩ - dám làm, trà đá, bàn tròn, ném đá sếp, áp dụng triệt để văn hóa 6K startup, TSB3C. Du lịch hàng năm, team building, tea break hàng tuần.","- Hà Nội: Toà nhà Taisei Square, 289 Khuất Duy Tiến, Cầu Giấy, Hà Nội, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:30 đến 18:00),2025-05-22,"Agile, AI"
phân tích yêu cầu,BA Kiêm Nhiệm Tester,https://www.topcv.vn/viec-lam/ba-kiem-nhiem-tester/1704237.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,"Hà Nội, Hồ Chí Minh",3 năm,"Phân tích và làm rõ các yêu cầu của khách hàng; Phân tích và đưa ra mô hình, giải pháp dựa trên yêu cầu đã thu thập được; Viết các tài liệu đặc tả yêu cầu nghiệp vụ phần mềm, tài liệu đặc tả trường hợp sử dụng (usecase); thiết kế giao diện mẫu (prototype); Tư vấn trên góc độ nghiệp vụ dựa vào các phân tích và nghiên cứu của mình; Truyền đạt nội dung, hỗ trợ các thành viên dự án, quản lý dự án để làm rõ yêu cầu của khách hàng cần đáp ứng; Chịu trách nhiệm trong việc xác định yêu cầu của sản phẩm từ các bên liên quan (khách hàng/công ty). Ngoài nhiệm vụ chính là BA, công việc kiêm thêm tester khi công việc BA đi vào hoàn tất để đảm bảo yêu cầu kỹ thuật công việc được tốt hơn Phân tích yêu cầu, tạo kế hoạch kiểm thử; Thiết lập môi trường kiểm thử, thực thi và báo cáo kết quả; Quản lý, phân tích và theo dõi kết quả kiểm thử, báo cáo kết quả và đánh giá chất lượng sản phẩm sau mỗi giai đoạn; Nghiên cứu, ứng dụng các công cụ phục vụ cho việc kiểm thử; Phân bổ công việc trong nhóm test, review test case và chất lượng test của tester; Làm việc chặt chẽ với PO, Developers để chuẩn bị launching sản phẩm, tính năng mới, đảm bảo chất lượng đạt yêu cầu; Làm việc với các đội kỹ thuật, các scrum team khác trong công ty để trao đổi hoặc đưa ra thông tin sản phẩm (nếu cần); Làm việc chặt chẽ với Developers, Product Owner & Scrum master cùng nhau thảo luận để làm rõ yêu cầu sản phẩm, yêu cầu công việc trong quá trình sprint. Kiểm soát chất lượng các sản phẩm trước khi được đưa đến cho người dùng. Thực hiện kiểm tra, log lỗi và theo dõi tiến độ fix bug của team phát triển Kiểm soát chất lượng đảm bảo hệ thống/sản phẩm được tạo đúng như thiết kế đã thống nhất Phối hợp chặt chẽ nhóm kỹ thuật (backend, web & mobile) để đảm bảo chất lượng sản phẩm đồng đều Phối hợp với nhóm phát triển sản phẩm (product design) để hoàn thiện các tài liệu yêu cầu phát triển chi tiết Tuyển nhân viên/Trưởng bộ phận BA kiêm nhiệm Tester","Tốt nghiệp đại học các chuyên ngành có liên quan đến kỹ thuật hệ thống, CNTT, kinh tế. Có kinh nghiệm tối thiểu 3 năm Có kinh nghiệm về dự án liên quan tới y tế, bệnh viện là lợi thế. Có kiến thức cơ bản về kỹ thuật lập trình (code). Sử dụng thành thạo các công cụ mockup, tool trong công việc: draw, Figma, Am hiểu các mô hình quy trình: BPMN, UML, Flowchart, WBS. Hiểu rõ về mô hình Agile (SCRUM) Có nền tảng kiến thức về công nghệ thông tin và phát triển phần mềm Có kiến thức cơ bản về kiến trúc dữ liệu của hệ thống và SQL Có kiến thức UX (Hiểu được những phương pháp, cách tiếp cận hướng UX trong dự án và có thể đứng ở vai trò người dùng để trải nghiệm sản phẩm).","Mức lương thỏa thuận, đãi ngộ xứng đáng BHYT, BHXH đầy đủ theo quy định của nhà nước Dự án và công nghệ thử thách, thú vị Môi trường làm việc vui vẻ, năng động, tự do sáng tạo Nhận offer đi làm ngay",- Hà Nội: Cầu Giấy - Hồ Chí Minh: Quận 3,Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),2025-05-22,Agile
phân tích yêu cầu,"QA Engineer (QA QC, Tester)",https://www.topcv.vn/viec-lam/qa-engineer-qa-qc-tester/1702591.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,Hồ Chí Minh,3 năm,"Job Description: • Review requirements, specifications and technical design documents • Design, develop test strategies, test scenarios, test plans and test cases and define acceptance criteria based on user scenarios • Create detailed, comprehensive and well-structured test plans and test cases • Estimate, prioritize, plan and coordinate testing activities • Design, develop and execute both manual and automation tests using tools • Identify, record, document and track bugs as well as perform thorough regression testing when bugs are resolved • Liaise with internal teams (e.g. engineering and product) to coordinate testing timelines and provide necessary QA / test recommendations • Track quality assurance metrics, like defect densities and open defect counts • Stay up-to-date with new testing tools and test strategies","Requirements: • Proven work experience in software development • Proven work experience as a Senior Quality Assurance engineer • Strong knowledge of software QA methodologies, tools and processes • Experience in writing clear, concise and comprehensive test plans and test cases • Hands-on experience with both white box and black box testing • Hands-on experience with automated testing tools • Experience working in an Agile/Scrum development process • Experience with performance and/or security testing is a plus • Excellent communication and teamwork skills • Great attention to detail • Organizational skills","Competitive Salary 5 working days/ week Provided with a Mac book Attractive benefits for team activities (team building, team outing, Happy Hour..) Comfortable work space and friendly colleagues","- Hồ Chí Minh: SGGP Building, số 436-438 Nguyễn Thị Minh Khai, Phường 5, Quận 3, Quận 3",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),2025-05-30,Agile
phân tích yêu cầu,Tester,https://www.topcv.vn/viec-lam/tester/1703177.html?ta_source=ITJobs_LinkDetail,Tới 18 triệu,18000000,VND,Hà Nội,2 năm,"Xây dựng testcase đầy đủ, chi tiết, rõ ràng. Xây dựng Check list, tasklist cho các chức năng sản phẩm Dashboard, WEB, APP, CMS, hệ thống API. Tạo Report test hàng ngày, hàng tuần, hàng tháng.","Có 2 năm kinh nghiệm làm việc trong lĩnh vực kiểm thử web/mobile app. Hiểu biết về quy trình kiểm thử phần mềm. Mạnh về Manual Test và có định hướng hoặc khả năng làm Automation Test (function và performance). Có khả năng phân tích để xác định lỗi và vấn đề liên quan đến tính năng và hiệu suất. Khả năng giao tiếp và làm việc cùng các bộ phận khác để giải quyết vấn đề và cải thiện quy trình làm việc. Có khả năng phân tích nghiệp vụ. Test thành thao API, hiểu biết chuyên sâu các tool hỗ trợ test api. Có kỹ năng test chuyên sâu. Sử dụng thành thao SQL. Tiếng Anh hoặc tiếng Nhật mức có thể giao tiếp nghe hiểu và trao đổi được với khách hàng là 1 lợi thế.","Thu nhập: Lương cứng Upto 18M + lương KPI. Hỗ trợ thiết bị làm việc. Review lương 1 lần/năm. Du lịch hè, teambuilding gắn kết tình cảm. Quỹ ăn nhẹ hàng tháng, hàng tuần, hàng ngày cho nhân viên. Lương tháng 13. Cơ hội phát triển bản thân, qua các dự án lớn và quy trình chuyên nghiệp. Cơ hội làm việc tại Nhật Bản. Được hưởng đầy đủ các chế độ cho người lao động theo luật lao động Việt Nam (BHXH, BHYT...).","- Hà Nội: Tòa fafim A, 19 Nguyễn Trãi, Thanh Xuân, Thanh Xuân",Thứ 2 - Thứ 6 (từ 08:45 đến 18:00) Từ thứ 2 - thứ 6 Và 2 thứ 7/tháng,2025-05-21,Tiếng Anh
phân tích yêu cầu,QA Tester (Game Industry),https://www.topcv.vn/viec-lam/qa-tester-game-industry/1700814.html?ta_source=ITJobs_LinkDetail,10 - 30 triệu,20000000,VND,Hồ Chí Minh,2 năm,"Responsible for testing software on Web / iOS / Android platforms to ensure product quality, including: Creating test cases and reports Executing function and usability testing Defect tracking via JIRA and close collaboration with development team. Test data/environment setup and process validation.","At least 2 year of QA experience (App/Web testing preferred) (Game Industry) Capable of defect classification and test result analysis Strong communication skills to work with PMs and developers Familiar with API testing tools (Postman, RestAssured) Experience with performance/stress testing tools (e.g., JMeter) Familiar with automated testing and CI/CD (e.g., Selenium, Appium, Jenkins) Scripting skills for test automation is a plus. Good English communication skills","Salary range: 10,000,000 VND – 30,000,000 VND/month (based on experience). Monthly meal allowance Official employees enjoy paid leave, holiday bonuses, and Tet bonuses as per company policy. Generous bonus system:13th-month salary, performance bonuses Internal events: Happy Hour, Internal Party, Company trip Young, dynamic, and fun working environment. Work Schedule: Monday-Friday (5 days/week) Address: 99 Nguyen Thi Nhung, Thu Duc City.","- Hồ Chí Minh: Nguyễn Thị Nhung, Hiệp Bình Phước, Thủ Đức",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),2025-05-21,"CI/CD, Jenkins"
phân tích yêu cầu,Tester (QA/QC),https://www.topcv.vn/viec-lam/tester-qa-qc/1702888.html?ta_source=ITJobs_LinkDetail,"800 - 1,000 USD",21600000,VND,Hà Nội,2 năm,"Participate in Blockchain project product development Make a test plan for web and app applications based on the project's development plan. Write test scripts according to requirements analysis and design documents. Prepare test data. Perform testing according to the features and performance of the product. Reproduce defects, control defects, track test results to ensure the quality of the project. Consolidate test results for the development team and customers. Writing software manuals. Research new tools for work: test tool, job support tool.","Have from 2 to 4 years of Tester (QA/QC) experience. Have passion, learn about Blockchain, Crypto is an advantage. Good at communicating in English. Experience in creating test plans, test cases, creating test data. Experience in using bug tracking tools: Redmine, Jira... Ability to think logically, good communication, teamwork and problem solving skills. Understanding databases. Can write SQL statements to test data.","Salary: Up to $1000; 2-month probation, 85% salary, after 6 months will get back. Attractive Year End Bonus based on performance. Chances to work with customers overseas from South Korea, Europe,.. Salary review 2 times/year or on excellent performance International, dynamic, friendly working environment Annual leave, working conditions follow Vietnam labor laws. Other allowances: lunch allowance, working on-site allowance, house rent allowance, healthcare personal allowance, vacation allowance, device allowance etc.","- Hà Nội: Tòa Detech Tower, Số 8 Tôn Thất Thuyết, Mỹ Đình, Nam Từ Liêm",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),2025-05-21,
phân tích yêu cầu,Fresher Tester,https://www.topcv.vn/viec-lam/fresher-tester/1701889.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,Hà Nội,Dưới 1 năm,"Study requirement specifications e.g. Business requirement, wireframe, data list, prototype, etc to understand the system. Create test cases, a checklist to verify features, function Conduct software and system testing using the following methods Functional testing, Regression testing, and Integration testing. Open and verify bug on request Daily catchup with clients using English, Report test activities, and results to line manager. Deploy new build using CI/CD tools to dev and test environment. Proactively propose improvements for the software, process, UI/UX","Fresher level: At least 6 months of experience in testing software, test design, and test case writing Speak English fluently Bachelor’s degree in engineering Computer Science, Software Engineering or equivalent discipline. Familiar with software specification documents e.g Requirement, UI/UX wireframe Familiar with the Agile scrum project model Familiar with Web and Web API testing and tools e.g Postman, Swagger Familiar with native Mobile app testing including tools (TestFlight, Fiddler, Postman, BrowserStack) Basic SQL query knowledge to select, update, and delete data Knowledge of automation is a plus Good at logical thinking and problem-solving","Salary: up to 12M Attractive salary and bonus based on performance Full benefits for employees according to the Vietnam Labor Laws: social and health insurance An international, professional, young but innovative, knowledge-shared environment that works closely with international experts and joins conferences and workshops on exciting new technologies Holidays based on Vietnamese labor law + paid vacations, company trip, team building, happy hour, birthday party,... Opportunity to be onsite in the US Working hour: Monday - Friday (08:30 - 12:00; 13:00 - 17:30 or 9:00-12:00; 13:00-18:00)","- Hà Nội: Tòa nhà HL, ngõ 82, Duy Tân, Cầu Giấy, Hà Nội, Cầu Giấy",Thứ 2 - Thứ 6 (từ 09:00 đến 18:00),2025-05-21,Agile
phân tích yêu cầu,Tester Leader,https://www.topcv.vn/viec-lam/tester-leader/1615897.html?ta_source=ITJobs_LinkDetail,18 - 22 triệu,20000000,VND,Hà Nội,3 năm,"Quản lý và làm rõ các yêu cầu của sản phẩm để có thể lên test case. Thiết kế các test plan, test case, tạo các kịch bản test sản phẩm. Thiết lập môi trường kiểm thử, thực thi, phân tích, quản lý, báo cáo kết quả kiểm thử. Quản lý bugs, làm việc với team dev về việc fix bugs. Xây dựng các tài liệu của dự án, các nội dung liên quan đến dự án. Tham gia nghiên cứu quy trình để giúp cải tiến chất lượng phần mềm ứng dụng của công ty. Xây dựng, đào tạo và quản lý đội ngũ nhân sự Tester trong team: hướng dẫn, đồng hành, thúc đẩy tinh thần làm việc nhóm và hiệu quả trong công việc. Chịu trách nhiệm báo cáo tiến độ và phân bổ công việc phù hợp cho team. Trong đó, công việc quản lý chiếm 60%, và chuyên môn chiếm 40%. Phụ trách khoảng 10 sản phẩm mobile ap trong 1 tháng, các sản phẩm liên quan tới lĩnh vực Tool, Entertainment,...","Là Mữ, có tối thiểu 3 năm kinh nghiệm làm QC/Tester các sản phẩm mobile app, và từ 1 năm kinh nghiệm làm quản lý trở lên. Biết thiết kế test plan, test design và test case. Có kỹ năng nhận biết và quản trị rủi ro. Kỹ năng quản lý dự án: có thể quản lý nhiều dự án trong cùng một thời gian, đảm bảo đúng tiến độ của dự án. Khả năng quản lý và dẫn dắt đội nhóm. Khả năng giao tiếp, truyền đạt tốt. Khả năng chịu được áp lực công việc cao","Mức lương từ: 18.000.000 - 22.000.000 VNĐ. Review lương, thưởng 2 lần/ năm (Tháng 1 và tháng 7), mức lương tăng upto 25%/ đợt review, thưởng 1-4 tháng lương/năm Thưởng ngày lễ, sinh nhật cho CBNV Trang bị các thiết bị làm việc phù hợp với công việc Có khu vực ăn uống riêng, khu căng tin hoàn toàn miễn phí Chương trình Khám sức khỏe định kỳ hằng năm Chương trình Happy Time vào chiều thứ 6 hàng tuần Ngày nghỉ phép còn lại trong năm sẽ được chuyển sang ngày lương Môi trường làm việc chuyên nghiệp, lành mạnh, cơ hội thăng tiến cao Các chương trình, hoạt động vui chơi giải trí vào các dịp lễ, Tết, du lịch, team building. Hệ sinh thái các sản phẩm có hàng triệu người dùng hàng tháng trên toàn cầu: Âu, Úc, Mỹ, Ấn Độ, Brazil, South Africa...","- Hà Nội: Tòa nhà Đồng Lợi, số 2 ngõ 1160 đường Láng., Đống Đa",Thứ 2 - Thứ 6 (từ 08:30 đến 18:00),2025-05-30,
phân tích yêu cầu,Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1702608.html?ta_source=ITJobs_LinkDetail,Tới 30 triệu,30000000,VND,Hà Nội,3 năm,"Thực hiện triển khai xây dựng sản phẩm phần mềm kế toán và phần mềm ERP, bao gồm: 1. Khảo sát nghiệp vụ, hành vi, thói quen của người dùng 2. Phân tích, tham khảo các giải pháp từ các phần mềm tương tự để đề xuất các tính năng cần có đáp ứng yêu cầu người dùng 3. Biết sử dụng các công cụ mô hình hóa giải pháp bằng các công cụ: Flowchart, Activity diagrams, Axure 4. Viết tài liệu mô tả lập trình (SRS) 5. Thực hiện dùng thử tính năng sản phẩm với vai trò người dùng (UAT) để đảm bảo đáp ứng được yêu cầu về nghiệp vụ và tính dễ dùng trước khi phát hành chính thức 6. Hỗ trợ, đào tạo người dùng (khi cần)","Từ 03 năm kinh nghiệm trở lên Hiểu biết nghiệp vụ kế toán Có kỹ năng phân tích, tìm hiểu nghiệp vụ, nhu cầu người dùng tốt Tư duy, kinh nghiệm làm sản phẩm hướng đến người dùng là trung tâm Có kỹ năng viết tài liệu, giao tiếp tốt Tốt nghiệp đại học các chuyên ngành liên quan đến kinh tế, tài chính, kế toán, kiểm toán là lợi thế","Lương: upto 30 triệu Được làm việc trong môi trường chuyên nghiệp, trẻ trung, năng động. Đóng BHXH, BHYT, BHTN theo quy định của nhà nước Thưởng các ngày lễ, tết, sinh nhật (1/1, 30/4,1/5,1/6, 2/9, Trung thu,.......) Khám sức khỏe, du lịch, teambuilding, ......theo quy định công ty Chế độ hiếu/hỉ; ốm đau theo quy định công ty Được tham gia, đóng góp và phát triển cùng đội ngũ của dự án đang ở giai đoạn tăng trưởng nhanh, có hàng ngàn doanh nghiệp sử dụng (trong năm đầu tiên sản phẩm ra thị trường) Được học hỏi từ PO, BA nhiều kinh nghiệm để phát triển bản thân trở thành PO trong tương lai.","- Hà Nội: 18 Tôn Thất Thuyết, Nam Từ Liêm",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-05-21,
phân tích yêu cầu,Product Owner Middle,https://www.topcv.vn/viec-lam/product-owner-middle/1702487.html?ta_source=ITJobs_LinkDetail,Thoả thuận,,,Hà Nội,Không yêu cầu,"About this opportunity: We are looking for a Product Owner who will be the vital link between our information technology capacity and our business objectives by supporting and ensuring the successful completion of analytical, building, testing and deployment tasks of our software products features. You will: Own a product line, developing and maintaining a clear product vision and long-term strategy aligned with business goals. Be accountable for a defined set of business and product success metrics, continuously tracking and improving them. Use data analysis, user insights, market research, and industry trends to identify problems and uncover high-impact opportunities. Lead the effort to turn complex business challenges into validated, actionable, and effective product solutions. Work closely with cross-functional teams—engineering, design, and business stakeholders—to prioritize the roadmap and deliver maximum value to customers. Continuously measure the impact of product changes, assess their success or failure, and derive key learnings to share with the broader team. Ensure alignment between business objectives and user needs throughout the product development lifecycle.","Your Skills and Experience: Strong analytical thinking and problem-solving abilities. Solid understanding of the end-to-end software development process, from discovery to delivery. Highly organized with sharp attention to detail and follow-through. Proactive, hands-on, and results-driven with a strong sense of ownership. Strong collaboration and communication skills, with a team-first attitude. Demonstrated ability to deliver high-quality products, ideally in consumer-facing or digital platforms. Experience working in Agile or cross-functional product teams. Nice to Have: Experience in fintech, Web3, AI, or startup environments. Familiarity with using AI tools to enhance workflow and decision-making. Understanding of product analytics tools. Experience in stakeholder management across both technical and non-technical teams. Basic understanding of UX/UI concepts.","Why You'll Love Working Here: Build World class product(s): We love to solve complex problems and learn new things. Collaborating directly on projects alongside international partners provides valuable opportunities to engage and enhance skills through interactions with esteemed professionals in the region. Learning culture: At Var Meta, we believe that people are key to the success of a company, so we invest in training whether it is communication skills, technical skills. Enjoy competitive salary, bonus according to work performance 13th Salary Assistance with operational tools and equipment. Health insurance program up to 100 million VND/year for employees provided by PVI. Annual health check-up from Medlatec Clinic Participate in social insurance after becoming an official employee Salary review twice a year. It means we are pushing each other to be better everyday. Flexible working hours, freestyle attire Perks You'll Enjoy: Working in a young, super talented, and supportive team environment Technical, English certificate bonus Day-off: 12 days/year and Vietnam holidays Happy Hour, Football club, English club, and many exciting activities Company trip/ team building/ Year End Party Free coffee, snacks, and drinks","- Hà Nội: 63 Lê Văn Lương, Trung Hòa, Cầu Giấy",Thứ 2 - Thứ 6 (từ 08:30 đến 17:30),2025-05-30,"Agile, AI, AI"
phân tích yêu cầu,Phát Triển Sản Phẩm,https://www.topcv.vn/viec-lam/phat-trien-san-pham/1699141.html?ta_source=ITJobs_LinkDetail,12 - 20 triệu,16000000,VND,Hà Nội,2 năm,"Tìm kiếm và xây dựng mối quan hệ chặt chẽ với các khách hàng doanh nghiệp và lắng nghe ý kiến phản hồi để liên tục cải tiến và phát triển sản phẩm. Phát triển và quản lý tài liệu yêu cầu sản phẩm, bao gồm biểu đồ Use Case, User Stories, và tài liệu kỹ thuật. Đảm bảo tính nhất quán và hiệu quả của dự án bằng cách theo dõi và đánh giá tiến độ, phản hồi phản hồi, và đảm bảo rằng sản phẩm đáp ứng được các yêu cầu kỹ thuật và chức năng. Hỗ trợ quá trình triển khai sản phẩm và hướng dẫn end-user khi cần thiết. Cập nhật thông tin về các xu hướng của ngành, các phương pháp hay nhất và công nghệ mới nổi trong lĩnh vực e- Logistics. THÔNG TIN KHÁC – Thời gian làm việc: 8:30 – 18:00; Thứ Hai – Thứ Sáu và hai ngày thứ Bảy trong tháng luân phiên – Địa chỉ: Toà nhà GHTK, đường Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, Hà Nội.","– Tốt nghiệp Đại học chuyên ngành về Công nghệ thông tin, Kinh tế, Logistics…; – Có kỹ năng phân tích, giao tiếp, ra quyết định hoặc giải quyết vấn đề; – Khả năng làm nhiều việc cùng lúc, đồng thời chịu được áp lực cao; – Có tư duy cởi mở, tư duy quy trình và tư duy phản biện; – Ưu tiên ứng viên biết sử dụng phần mềm và công cụ phục vụ công việc (figma, diagram,...); – Có khả năng đi công tác xa (nếu cần).","– Thu nhập: 12-25tr (đánh giá tăng lương theo năng lực định kỳ); Thưởng Tết Nguyên Đán, Tết Dương lịch, ngày Lễ khác và thưởng thành tích nổi bật; – Bảo hiểm xã hội, Bảo hiểm sức khỏe; – Môi trường làm việc trẻ trung, năng động; – Làm việc cùng đội ngũ công nghệ giỏi chuyên môn, có cơ hội để phát huy tối đa năng lực của bản thân; – Liên tục được đào tạo về kiến thức, kỹ năng liên quan đến các lĩnh vực hoạt động của Công ty; – Được đảm bảo đầy đủ các chế độ Phúc lợi theo Quy định của Pháp luật hiện hành và của Công ty.","- Hà Nội: Toà GHTK, 8 Phạm Hùng, Mễ Trì, Nam Từ Liêm","– Working hours: 8:30 a.m. – 6:00 p.m. Monday through Friday and alternate Saturdays. – Address: GHTK Building, Pham Hung, Me Tri Ward, Nam Tu Liem District, Hanoi.",2025-05-21,
